SNo,IsBadBuy,VehicleAge,VehOdo,ARCP,VehBCost,WarrantyCost
7322,0,0,1,4,1,0
7323,0,1,3,4,4,1
7324,0,3,1,2,0,2
7325,0,2,2,4,1,1
7326,0,1,2,4,3,2
7327,0,2,1,4,3,2
7328,0,3,2,1,1,2
7329,0,1,1,4,3,1
7330,1,2,3,4,3,3
7331,0,2,3,4,3,3
7332,0,1,1,4,1,0
7333,0,1,1,3,2,1
7334,0,3,2,2,0,2
7335,0,1,1,3,1,2
7336,0,1,2,3,1,3
7337,0,2,3,4,3,3
7338,0,2,2,4,3,0
7339,0,4,3,2,1,1
7340,0,2,2,4,1,1
7341,1,4,3,2,0,4
7342,1,2,2,2,1,0
7343,1,2,1,4,2,0
7344,0,1,1,4,2,1
7345,1,2,3,4,1,4
7346,0,2,3,3,1,2
7347,0,3,2,2,0,1
7348,0,2,2,4,4,2
7349,0,2,3,2,0,1
7350,0,2,3,4,4,2
7351,1,1,2,4,1,2
7352,0,2,1,4,3,1
7353,0,2,2,4,2,3
7354,0,3,3,2,1,3
7355,0,2,3,4,4,1
7356,0,3,2,3,0,2
7357,0,3,2,2,0,1
7358,1,3,3,2,0,3
7359,0,1,2,4,3,3
7360,0,1,2,4,1,2
7361,1,4,2,1,0,2
7362,0,2,3,3,1,1
7363,0,1,3,4,3,1
7364,1,3,3,4,2,2
7365,0,2,1,4,1,1
7366,0,2,2,2,1,1
7367,0,1,0,4,2,0
7368,0,1,2,4,2,2
7369,0,1,1,1,1,0
7370,1,2,3,4,3,2
7371,0,3,2,3,1,1
7372,0,2,2,3,2,2
7373,0,3,2,1,0,3
7374,0,0,1,3,1,0
7375,0,2,3,3,1,3
7376,1,2,1,4,3,1
7377,0,3,2,1,1,3
7378,0,2,2,1,1,2
7379,0,2,2,4,2,3
7380,0,2,2,3,1,0
7381,0,1,2,4,2,2
7382,0,1,2,2,0,0
7383,0,2,3,4,2,3
7384,0,1,2,4,1,1
7385,0,1,2,4,3,2
7386,0,1,2,4,3,3
7387,0,1,2,4,2,2
7388,1,2,3,4,3,1
7389,0,2,1,2,1,2
7390,0,2,1,1,1,0
7391,0,2,2,3,1,0
7392,0,1,1,4,3,1
7393,0,1,2,4,3,2
7394,0,3,2,3,2,2
7395,1,2,3,2,0,3
7396,1,2,1,1,0,0
7397,0,1,1,3,1,1
7398,1,3,2,2,1,3
7399,0,3,3,4,3,2
7400,0,1,2,4,1,0
7401,0,2,2,2,1,3
7402,1,3,2,1,1,2
7403,0,2,2,1,0,1
7404,1,1,1,2,0,0
7405,0,2,2,1,0,1
7406,0,1,1,2,1,0
7407,0,3,3,3,1,3
7408,0,1,2,3,1,1
7409,0,2,1,1,1,2
7410,1,2,3,4,2,3
7411,0,2,3,4,3,2
7412,0,1,2,4,2,1
7413,1,2,2,1,0,1
7414,0,3,2,2,1,1
7415,0,2,3,3,1,2
7416,0,1,2,3,1,1
7417,0,1,2,4,2,1
7418,0,2,3,4,1,3
7419,0,2,2,4,2,1
7420,1,4,2,4,1,2
7421,1,4,3,1,0,3
7422,0,3,2,2,1,1
7423,0,1,1,4,1,1
7424,0,2,1,2,1,1
7425,0,1,2,4,2,1
7426,0,4,3,1,0,3
7427,0,1,2,3,0,1
7428,0,1,2,2,1,1
7429,0,2,2,4,1,2
7430,1,2,2,4,3,2
7431,0,4,3,3,2,2
7432,0,1,2,2,1,2
7433,0,2,2,0,2,3
7434,0,1,1,2,1,0
7435,1,1,1,2,1,1
7436,0,1,2,3,1,1
7437,1,3,2,1,0,2
7438,0,2,1,3,1,1
7439,0,1,2,3,1,2
7440,0,2,1,1,1,1
7441,0,1,1,4,2,1
7442,0,1,1,4,1,1
7443,0,2,2,1,0,1
7444,0,1,1,4,3,2
7445,0,3,3,3,2,3
7446,0,2,2,4,2,2
7447,0,2,1,2,0,0
7448,0,2,2,4,3,0
7449,0,2,1,3,1,1
7450,0,2,3,3,0,1
7451,1,1,2,4,2,3
7452,0,2,3,4,1,2
7453,0,2,1,3,3,1
7454,0,2,2,4,3,0
7455,0,2,3,1,0,1
7456,1,3,1,2,0,2
7457,0,1,3,4,4,1
7458,0,1,1,4,3,1
7459,0,1,2,3,1,1
7460,0,3,2,4,3,1
7461,0,1,1,4,3,1
7462,0,2,2,4,3,2
7463,0,2,3,3,1,2
7464,0,1,2,4,2,1
7465,0,1,3,4,2,3
7466,0,2,1,3,1,2
7467,1,2,3,4,1,1
7468,0,2,2,4,1,2
7469,0,2,2,1,0,1
7470,0,2,2,3,3,2
7471,0,2,2,3,1,2
7472,0,1,3,2,1,1
7473,0,2,2,3,0,1
7474,0,3,2,1,0,3
7475,0,1,2,3,1,1
7476,0,1,2,4,2,3
7477,0,2,2,3,1,2
7478,0,1,2,4,3,0
7479,1,1,2,2,1,2
7480,0,2,2,4,2,2
7481,0,2,3,4,1,2
7482,0,1,2,4,3,1
7483,1,1,2,2,1,2
7484,0,2,1,4,2,0
7485,0,3,2,4,2,1
7486,0,2,2,1,1,0
7487,0,3,3,4,3,2
7488,0,1,0,0,3,1
7489,0,3,1,1,0,2
7490,0,2,3,3,1,1
7491,0,3,2,2,1,2
7492,0,2,1,2,1,2
7493,0,1,3,4,2,3
7494,0,2,1,3,1,1
7495,0,3,2,1,0,0
7496,0,1,3,3,1,3
7497,0,1,3,4,1,3
7498,0,2,1,2,1,1
7499,0,1,1,3,1,1
7500,0,2,2,1,1,0
7501,0,2,2,4,2,2
7502,0,2,2,3,2,2
7503,0,3,3,1,0,2
7504,0,2,2,3,1,1
7505,0,1,2,4,1,3
7506,1,2,2,3,2,0
7507,0,3,1,2,1,2
7508,0,0,2,4,3,2
7509,0,2,2,2,1,0
7510,0,1,2,4,3,3
7511,0,2,1,4,1,1
7512,0,1,1,3,1,2
7513,0,2,2,2,1,3
7514,1,3,3,1,1,1
7515,1,3,2,2,1,2
7516,0,2,1,1,1,0
7517,0,3,3,2,1,3
7518,1,2,3,4,3,2
7519,0,2,2,3,2,2
7520,0,2,3,2,3,1
7521,0,3,3,4,3,2
7522,0,2,2,2,1,2
7523,0,1,3,4,3,3
7524,0,1,2,4,3,2
7525,0,2,2,4,3,2
7526,0,2,2,4,3,2
7527,0,1,2,4,3,1
7528,0,3,3,1,0,3
7529,0,2,2,4,3,2
7530,0,3,3,2,1,1
7531,0,2,3,4,1,1
7532,0,2,3,4,1,2
7533,0,0,1,4,1,1
7534,0,2,2,4,1,1
7535,0,2,2,4,2,0
7536,1,3,3,4,3,1
7537,0,1,3,4,2,3
7538,0,2,2,3,0,1
7539,1,4,3,2,0,2
7540,0,2,2,1,0,1
7541,0,2,2,4,1,0
7542,0,1,3,4,2,3
7543,1,2,2,4,2,4
7544,0,2,2,3,3,3
7545,0,1,3,2,1,1
7546,1,3,3,4,3,2
7547,1,2,2,0,0,1
7548,0,1,2,2,0,2
7549,1,2,2,1,0,1
7550,0,1,2,4,2,2
7551,0,1,3,4,2,3
7552,0,4,3,4,2,1
7553,0,2,2,2,0,1
7554,0,2,2,4,2,1
7555,0,1,2,4,2,1
7556,0,2,2,4,2,2
7557,0,2,3,4,1,2
7558,1,3,3,1,0,4
7559,0,2,2,3,1,2
7560,0,3,2,1,0,2
7561,0,2,3,4,3,2
7562,0,2,3,1,0,0
7563,1,3,3,4,4,2
7564,0,3,3,3,3,2
7565,0,2,2,4,1,2
7566,0,2,2,4,2,2
7567,0,2,3,2,1,2
7568,0,1,2,4,2,3
7569,0,1,3,4,3,2
7570,0,2,3,4,1,2
7571,0,3,2,3,0,2
7572,0,1,3,3,1,3
7573,1,2,2,3,1,1
7574,0,1,2,4,2,1
7575,0,3,2,3,1,1
7576,0,3,1,1,0,1
7577,0,2,3,1,0,1
7578,0,1,1,3,1,0
7579,1,1,0,3,3,1
7580,0,3,3,0,4,2
7581,0,1,2,4,1,3
7582,0,3,3,2,1,4
7583,0,2,2,4,3,0
7584,0,2,3,2,0,2
7585,0,0,1,4,2,1
7586,0,2,3,4,3,2
7587,0,3,3,3,1,1
7588,0,1,2,2,1,2
7589,0,1,2,3,1,1
7590,0,1,1,0,1,0
7591,0,1,2,2,1,1
7592,0,2,2,3,1,2
7593,0,2,3,4,1,1
7594,0,2,3,1,0,2
7595,0,3,2,1,0,1
7596,0,3,3,3,1,3
7597,0,3,3,4,2,2
7598,0,3,3,3,0,1
7599,0,0,0,4,3,1
7600,1,2,2,3,1,2
7601,0,1,3,3,1,0
7602,0,3,2,1,0,2
7603,0,2,2,3,2,3
7604,0,2,3,4,4,3
7605,0,4,1,1,0,1
7606,0,2,2,3,2,1
7607,0,1,1,4,2,1
7608,0,2,3,1,0,2
7609,0,1,3,4,2,3
7610,1,3,3,4,3,3
7611,0,2,1,2,0,1
7612,1,3,2,2,2,3
7613,0,1,2,4,0,1
7614,0,1,1,2,1,1
7615,0,3,3,4,3,3
7616,0,2,3,3,0,1
7617,0,1,3,0,1,0
7618,0,3,3,3,3,1
7619,0,1,3,4,3,3
7620,0,2,2,1,0,0
7621,0,3,3,2,1,1
7622,0,0,3,4,3,1
7623,0,1,2,4,3,2
7624,0,2,2,2,1,2
7625,0,1,2,4,2,0
7626,0,2,3,4,2,2
7627,0,1,1,4,1,1
7628,0,1,2,4,3,2
7629,0,1,1,4,2,1
7630,0,3,2,4,3,1
7631,0,0,1,4,3,1
7632,0,1,3,4,1,3
7633,0,3,2,4,4,3
7634,0,2,2,3,2,2
7635,0,2,2,1,1,2
7636,0,2,3,1,0,2
7637,1,1,2,2,0,1
7638,0,2,3,3,1,1
7639,0,2,3,3,0,2
7640,0,3,2,4,2,0
7641,1,2,2,3,1,1
7642,0,1,1,4,2,0
7643,0,1,2,1,0,0
7644,1,2,3,1,0,1
7645,0,1,0,3,1,1
7646,0,3,1,2,0,1
7647,0,2,2,4,3,2
7648,0,1,1,2,1,0
7649,0,2,2,4,2,2
7650,1,4,2,1,0,2
7651,0,2,3,4,3,3
7652,0,1,1,3,1,0
7653,1,3,2,2,0,2
7654,0,2,1,2,1,2
7655,0,2,2,4,2,2
7656,0,2,1,1,0,0
7657,0,3,4,2,0,4
7658,0,1,2,3,0,2
7659,0,3,3,4,2,3
7660,0,1,2,4,2,3
7661,0,1,1,4,3,1
7662,0,2,3,3,0,2
7663,0,3,2,2,1,2
7664,0,1,2,4,2,3
7665,0,1,1,2,0,0
7666,0,1,1,4,2,0
7667,0,1,1,4,2,0
7668,0,0,1,4,2,1
7669,0,2,3,4,3,3
7670,0,2,3,3,2,2
7671,0,2,2,2,2,2
7672,0,2,2,4,1,2
7673,1,3,3,3,2,2
7674,0,2,3,3,2,2
7675,0,2,2,3,2,3
7676,0,2,2,4,1,1
7677,0,1,2,4,2,0
7678,0,2,1,3,1,1
7679,0,3,2,2,0,2
7680,0,1,2,4,1,1
7681,0,2,3,1,0,3
7682,0,1,2,4,3,2
7683,0,2,1,4,3,1
7684,1,1,1,4,1,0
7685,0,2,3,4,1,2
7686,0,1,2,4,3,1
7687,0,1,3,4,3,3
7688,0,2,2,4,2,0
7689,0,2,2,3,1,2
7690,0,1,2,4,3,3
7691,0,1,1,4,3,1
7692,0,1,2,4,2,2
7693,0,2,3,2,1,3
7694,0,1,1,3,1,0
7695,0,1,1,4,1,1
7696,0,0,1,3,2,1
7697,0,1,3,4,2,2
7698,0,1,3,4,1,3
7699,1,1,2,4,2,3
7700,0,2,2,4,3,1
7701,1,2,2,3,1,3
7702,0,4,2,1,0,3
7703,0,2,0,2,0,1
7704,0,3,2,3,1,1
7705,0,4,2,1,0,2
7706,0,2,1,2,1,1
7707,0,2,2,2,1,1
7708,0,2,2,4,3,1
7709,0,0,1,3,1,1
7710,0,2,2,3,0,2
7711,0,1,1,4,2,1
7712,0,1,1,3,2,1
7713,0,2,2,4,2,2
7714,0,2,1,2,1,0
7715,0,2,3,1,1,2
7716,1,3,3,1,0,2
7717,1,2,3,4,4,2
7718,0,3,2,4,3,3
7719,0,2,3,4,3,1
7720,1,3,3,2,1,3
7721,0,2,2,3,1,2
7722,1,3,2,3,1,2
7723,0,2,2,4,3,3
7724,0,3,2,4,3,3
7725,0,2,2,2,1,1
7726,0,1,2,4,1,1
7727,1,2,2,3,1,2
7728,0,2,3,4,1,2
7729,0,0,1,3,2,1
7730,0,2,2,4,2,2
7731,0,1,2,4,1,1
7732,0,1,2,4,3,2
7733,0,2,2,2,1,1
7734,0,2,2,4,1,2
7735,1,2,2,1,1,2
7736,0,1,3,4,2,1
7737,0,4,2,1,1,3
7738,0,2,2,4,1,2
7739,0,0,1,4,3,2
7740,0,4,3,2,1,1
7741,0,1,3,4,3,3
7742,0,1,1,4,2,1
7743,0,2,2,4,2,1
7744,1,2,2,1,1,2
7745,0,4,3,1,0,2
7746,0,1,3,4,3,1
7747,0,0,2,4,3,1
7748,0,3,2,2,1,1
7749,0,3,3,2,0,2
7750,0,3,2,1,1,3
7751,0,1,2,1,0,0
7752,1,3,2,3,1,2
7753,0,1,2,4,3,2
7754,0,2,3,4,4,2
7755,0,2,2,4,3,3
7756,0,3,2,1,1,2
7757,1,3,3,4,3,2
7758,1,2,1,3,1,1
7759,0,1,2,4,3,1
7760,0,1,2,4,2,0
7761,0,2,2,4,1,2
7762,0,2,2,1,0,1
7763,1,2,1,4,1,4
7764,0,1,2,3,2,2
7765,0,1,3,4,3,1
7766,0,3,2,2,1,1
7767,0,1,2,4,1,2
7768,0,3,2,4,3,3
7769,0,3,3,2,1,2
7770,0,2,1,3,2,2
7771,1,1,2,4,1,1
7772,1,3,2,1,1,1
7773,0,2,2,1,0,2
7774,0,2,2,2,1,1
7775,0,2,3,4,2,2
7776,1,4,3,2,0,4
7777,0,2,3,4,1,1
7778,0,2,3,3,1,2
7779,0,1,1,3,1,2
7780,0,0,1,4,3,1
7781,1,2,3,4,3,2
7782,1,4,3,2,0,3
7783,0,2,1,2,1,1
7784,0,1,1,4,3,2
7785,0,3,2,3,3,2
7786,0,1,2,4,3,1
7787,0,1,3,4,1,0
7788,0,1,2,4,3,2
7789,0,2,2,4,4,1
7790,1,3,2,3,1,1
7791,0,2,3,1,0,4
7792,0,1,2,4,2,1
7793,1,3,3,3,1,2
7794,0,1,2,4,2,1
7795,0,2,2,4,2,3
7796,0,1,1,4,2,1
7797,0,1,1,2,1,0
7798,0,1,2,4,2,3
7799,0,2,1,4,3,2
7800,0,1,2,2,1,1
7801,0,2,1,4,3,1
7802,0,3,1,4,3,1
7803,0,1,3,4,2,3
7804,0,2,2,4,2,2
7805,0,2,2,3,1,1
7806,0,1,2,4,2,2
7807,0,2,3,2,0,1
7808,0,2,1,1,1,2
7809,0,1,3,4,3,2
7810,0,2,2,2,1,1
7811,0,2,3,4,2,2
7812,0,2,2,4,1,2
7813,0,2,2,2,1,4
7814,0,2,2,4,2,3
7815,0,2,2,4,1,0
7816,1,2,2,2,0,0
7817,0,4,3,4,3,3
7818,0,2,1,2,1,1
7819,0,3,3,2,1,1
7820,0,1,3,4,1,1
7821,0,1,3,4,1,2
7822,0,1,3,4,3,2
7823,0,1,2,4,2,2
7824,0,1,2,2,1,2
7825,0,3,3,4,2,3
7826,0,2,3,4,1,2
7827,0,2,2,3,3,1
7828,1,3,3,4,3,1
7829,0,3,2,4,2,3
7830,1,2,1,1,1,1
7831,0,2,3,3,1,1
7832,0,1,2,4,3,2
7833,0,2,2,4,3,2
7834,0,2,2,3,1,1
7835,0,0,2,4,4,1
7836,0,1,1,4,3,1
7837,0,2,2,4,3,1
7838,0,2,2,2,1,1
7839,0,3,3,4,3,2
7840,0,3,2,4,4,2
7841,0,2,2,3,1,1
7842,0,1,3,4,1,1
7843,0,2,2,3,2,2
7844,1,4,3,1,0,2
7845,0,1,2,3,1,1
7846,1,1,2,3,1,2
7847,0,1,2,3,1,1
7848,0,1,1,4,2,0
7849,0,2,3,4,4,2
7850,0,2,3,2,0,2
7851,0,3,3,4,3,3
7852,0,1,3,0,1,2
7853,0,1,3,4,4,3
7854,0,2,2,3,2,2
7855,0,2,3,3,1,1
7856,0,0,3,4,2,3
7857,0,1,2,4,2,3
7858,0,1,1,3,2,1
7859,0,2,1,2,1,1
7860,0,2,1,1,1,0
7861,0,1,0,3,1,0
7862,0,1,1,4,3,1
7863,0,2,2,3,1,1
7864,0,2,2,4,2,1
7865,1,2,2,2,1,2
7866,0,2,3,4,3,2
7867,0,1,2,4,2,2
7868,0,2,2,3,3,2
7869,0,2,2,4,3,2
7870,0,2,3,4,1,2
7871,0,1,1,4,3,0
7872,1,2,3,1,0,2
7873,0,1,3,4,2,3
7874,0,2,2,3,1,1
7875,0,3,2,3,3,2
7876,1,3,3,4,1,3
7877,0,1,2,4,2,0
7878,1,2,2,2,1,1
7879,0,1,2,3,1,1
7880,0,2,1,1,1,1
7881,0,1,2,4,4,1
7882,0,3,2,1,0,3
7883,1,2,3,3,0,2
7884,0,2,3,4,1,2
7885,0,1,2,4,3,2
7886,0,1,2,4,2,2
7887,1,1,2,4,2,2
7888,0,2,2,4,3,1
7889,0,2,1,1,1,1
7890,0,3,2,3,3,3
7891,0,2,1,4,3,1
7892,0,3,1,3,2,2
7893,0,1,2,4,3,2
7894,0,3,3,2,2,2
7895,0,3,1,1,1,2
7896,0,1,2,3,2,2
7897,0,2,3,4,3,2
7898,0,2,2,2,2,1
7899,0,1,2,4,3,0
7900,0,1,2,4,2,1
7901,0,1,3,4,2,3
7902,0,3,2,1,0,1
7903,0,4,3,2,0,2
7904,0,1,1,4,2,1
7905,0,1,2,4,2,0
7906,0,1,3,4,3,2
7907,0,2,3,4,3,1
7908,1,2,3,2,1,3
7909,0,3,2,2,1,0
7910,0,1,2,4,2,3
7911,0,2,2,3,1,1
7912,0,4,3,4,2,1
7913,0,1,1,2,1,0
7914,0,3,3,2,0,2
7915,0,3,2,1,0,1
7916,0,1,2,4,2,0
7917,0,1,1,4,3,1
7918,0,0,1,4,3,0
7919,0,1,1,4,1,1
7920,0,0,1,4,1,0
7921,0,1,1,2,1,0
7922,0,2,2,1,0,1
7923,0,3,3,2,0,3
7924,1,3,3,0,0,1
7925,0,3,3,1,0,2
7926,0,1,1,4,2,1
7927,0,1,3,4,2,3
7928,0,1,3,4,3,2
7929,0,1,2,3,1,1
7930,0,2,1,1,0,2
7931,1,1,3,4,3,2
7932,0,2,2,4,2,2
7933,0,0,2,4,3,0
7934,0,2,2,1,0,1
7935,0,2,2,4,3,0
7936,0,2,3,4,3,1
7937,0,2,2,4,3,0
7938,0,3,1,4,4,1
7939,0,4,3,1,0,3
7940,0,1,2,4,3,2
7941,0,2,2,1,0,2
7942,0,2,3,4,3,3
7943,0,2,2,3,2,2
7944,0,1,1,2,1,0
7945,0,2,2,3,0,1
7946,0,3,1,4,4,2
7947,1,2,2,4,2,1
7948,0,1,2,4,3,2
7949,0,1,2,4,3,1
7950,0,1,1,4,4,1
7951,0,2,3,3,1,1
7952,0,1,1,4,1,0
7953,0,3,2,2,0,1
7954,0,1,2,4,3,2
7955,0,2,1,2,0,0
7956,0,1,1,3,1,1
7957,1,1,2,3,1,1
7958,0,4,3,2,2,3
7959,0,2,2,3,2,0
7960,0,2,3,3,1,2
7961,0,0,2,4,3,2
7962,0,1,2,2,0,1
7963,0,1,2,4,3,3
7964,0,2,3,4,2,2
7965,0,2,1,1,0,0
7966,1,0,1,4,1,0
7967,0,1,2,4,3,3
7968,0,1,2,4,2,2
7969,0,4,3,2,0,2
7970,0,1,2,3,2,1
7971,0,1,3,4,3,3
7972,0,3,3,4,3,3
7973,0,2,3,4,2,2
7974,0,0,1,3,2,0
7975,1,3,2,4,3,2
7976,0,1,1,4,1,0
7977,0,2,2,2,0,0
7978,1,2,2,3,0,2
7979,0,1,0,2,1,1
7980,0,3,2,4,4,3
7981,0,2,2,3,3,0
7982,0,1,2,4,2,3
7983,0,2,1,2,2,0
7984,0,1,3,4,3,1
7985,0,0,1,4,2,1
7986,0,4,2,2,0,2
7987,0,2,3,4,4,1
7988,0,1,2,4,3,3
7989,0,2,4,2,0,2
7990,1,1,2,3,2,3
7991,0,2,2,1,1,2
7992,0,2,2,3,1,2
7993,0,1,3,4,1,2
7994,0,3,3,2,0,4
7995,0,1,2,4,1,2
7996,0,1,2,4,2,1
7997,0,3,2,4,3,1
7998,0,2,2,3,1,1
7999,0,0,1,4,2,0
8000,0,1,2,4,3,1
8001,0,2,3,3,0,2
8002,0,2,2,4,4,1
8003,0,2,1,4,2,1
8004,0,4,1,3,1,1
8005,0,1,2,3,2,2
8006,0,2,2,1,1,2
8007,0,2,3,4,2,2
8008,0,1,2,4,1,2
8009,0,3,3,1,0,2
8010,1,2,3,3,3,2
8011,0,1,1,4,1,0
8012,0,1,1,4,3,1
8013,0,4,2,1,0,2
8014,0,0,1,0,1,0
8015,0,1,1,4,1,1
8016,0,1,1,4,3,1
8017,0,1,2,4,1,1
8018,0,0,1,3,1,1
8019,0,2,0,4,2,1
8020,0,1,2,4,4,0
8021,0,2,2,1,0,1
8022,0,1,0,2,1,1
8023,0,1,3,3,1,1
8024,0,1,1,4,3,1
8025,0,1,2,4,3,1
8026,1,1,1,4,2,0
8027,0,1,2,4,3,3
8028,0,2,2,3,0,1
8029,0,1,1,4,1,0
8030,0,3,3,1,0,2
8031,0,2,3,4,1,2
8032,0,1,1,3,1,1
8033,0,4,3,2,3,3
8034,0,1,3,4,2,2
8035,0,2,2,3,1,1
8036,0,1,1,3,1,0
8037,0,4,2,2,2,3
8038,0,2,3,3,1,2
8039,0,1,2,4,3,3
8040,1,2,2,4,2,2
8041,0,4,1,1,0,1
8042,0,2,3,4,2,2
8043,1,3,3,2,0,2
8044,1,2,2,2,1,1
8045,0,2,2,4,4,2
8046,0,2,3,4,1,3
8047,0,1,1,2,1,1
8048,0,1,1,2,1,0
8049,0,0,2,4,3,2
8050,1,1,3,4,1,3
8051,0,2,3,4,3,2
8052,0,1,3,4,2,3
8053,0,1,2,3,2,2
8054,0,2,2,1,1,2
8055,0,1,2,4,2,2
8056,0,4,3,1,0,2
8057,0,2,0,1,1,1
8058,0,1,2,4,3,0
8059,0,1,3,4,2,1
8060,0,2,2,2,1,1
8061,0,1,3,4,2,1
8062,1,1,2,4,1,2
8063,0,2,3,3,1,0
8064,0,2,2,1,1,1
8065,0,2,2,1,0,2
8066,0,4,3,2,4,3
8067,0,1,2,4,3,1
8068,0,2,2,4,1,2
8069,1,3,2,3,2,1
8070,0,3,2,1,0,2
8071,0,0,2,4,3,2
8072,0,1,1,4,1,1
8073,0,1,3,4,1,1
8074,0,1,3,0,1,2
8075,1,3,2,4,2,3
8076,1,3,3,2,1,3
8077,0,3,2,4,4,2
8078,0,1,3,3,1,1
8079,0,1,2,4,1,2
8080,0,4,3,1,0,2
8081,0,3,1,1,1,1
8082,0,1,2,3,2,3
8083,0,2,3,3,1,3
8084,0,2,2,3,2,1
8085,0,2,2,0,0,1
8086,0,2,3,4,1,3
8087,1,2,2,4,1,1
8088,0,4,3,2,1,1
8089,0,1,1,4,1,1
8090,0,2,1,4,3,0
8091,0,1,2,3,0,0
8092,0,0,1,3,3,1
8093,0,2,1,4,3,2
8094,0,3,3,4,2,1
8095,0,3,3,4,4,3
8096,0,2,3,4,2,3
8097,0,2,3,4,4,1
8098,0,2,3,4,1,3
8099,0,1,2,4,2,2
8100,1,2,2,0,2,2
8101,0,1,2,3,1,3
8102,0,1,3,4,2,2
8103,0,1,2,2,0,2
8104,0,1,2,4,1,1
8105,0,1,1,4,1,0
8106,0,1,1,4,2,1
8107,0,2,2,4,1,1
8108,0,1,2,4,3,2
8109,1,2,3,3,1,2
8110,0,2,1,2,1,1
8111,0,1,2,4,1,1
8112,1,2,3,1,0,2
8113,0,1,3,4,1,1
8114,0,2,0,3,1,0
8115,0,4,2,4,4,3
8116,0,1,2,4,1,1
8117,0,1,1,4,1,1
8118,1,1,0,4,1,0
8119,0,3,3,3,1,2
8120,0,2,2,2,1,1
8121,0,1,2,3,0,0
8122,0,1,2,4,2,3
8123,0,1,2,4,2,1
8124,0,1,3,2,0,2
8125,0,0,1,4,3,1
8126,0,2,2,3,2,2
8127,0,2,3,2,1,2
8128,0,1,1,4,1,0
8129,0,2,2,2,1,3
8130,0,0,1,3,2,1
8131,0,2,2,2,0,1
8132,1,2,2,1,0,1
8133,0,4,3,3,2,1
8134,1,2,4,2,0,1
8135,0,2,3,4,2,3
8136,0,2,3,4,3,1
8137,0,1,0,4,3,0
8138,0,2,2,2,0,1
8139,0,3,2,2,1,2
8140,0,1,2,3,1,1
8141,0,2,2,2,0,2
8142,0,1,2,4,2,1
8143,0,2,2,3,0,1
8144,0,2,3,3,1,1
8145,0,4,3,3,0,2
8146,0,2,3,3,1,2
8147,0,1,1,4,2,2
8148,0,2,2,1,0,1
8149,0,2,1,4,3,1
8150,0,3,2,2,1,1
8151,0,2,3,4,3,0
8152,0,1,2,2,1,2
8153,0,1,2,4,2,2
8154,0,1,1,4,3,0
8155,0,1,2,3,1,2
8156,0,2,2,4,4,1
8157,0,1,2,4,1,1
8158,0,2,3,2,1,4
8159,0,2,3,4,3,3
8160,0,3,3,3,3,3
8161,0,3,2,1,0,2
8162,1,0,1,4,2,1
8163,0,3,2,2,1,1
8164,1,2,3,1,0,1
8165,0,3,3,1,0,2
8166,0,1,2,3,0,2
8167,0,2,2,4,2,2
8168,0,0,1,3,1,1
8169,0,3,2,1,0,2
8170,0,1,2,4,2,1
8171,0,2,2,2,1,2
8172,0,2,2,3,1,1
8173,0,1,1,3,1,0
8174,0,0,1,3,1,0
8175,0,2,2,2,1,1
8176,0,1,2,4,3,2
8177,1,1,3,3,1,0
8178,1,4,2,3,1,2
8179,0,4,3,1,1,3
8180,0,2,0,3,1,1
8181,0,1,1,3,1,0
8182,0,2,1,3,1,2
8183,0,1,1,3,2,2
8184,0,2,3,4,3,2
8185,0,1,2,4,3,2
8186,0,2,2,3,1,0
8187,1,3,3,2,0,1
8188,0,3,2,2,1,1
8189,0,1,3,4,1,3
8190,0,2,2,4,1,1
8191,0,4,2,1,0,3
8192,0,2,2,1,0,2
8193,0,3,2,2,3,3
8194,1,2,1,0,1,1
8195,0,4,2,1,1,2
8196,0,0,1,3,2,1
8197,0,0,1,4,3,1
8198,1,3,2,2,1,2
8199,0,2,4,2,0,2
8200,0,3,2,2,0,1
8201,0,1,2,4,2,3
8202,0,2,3,4,4,2
8203,0,2,1,4,3,0
8204,0,1,2,4,2,3
8205,0,3,3,2,0,4
8206,0,2,2,3,1,0
8207,0,3,3,3,3,1
8208,1,2,2,3,1,1
8209,0,2,3,3,1,0
8210,0,3,3,1,1,3
8211,0,2,3,4,1,3
8212,1,4,2,3,1,1
8213,0,2,3,4,1,0
8214,0,3,2,4,3,1
8215,0,1,0,3,2,1
8216,0,1,3,4,2,1
8217,0,2,3,4,1,2
8218,0,2,2,4,4,2
8219,0,0,1,3,2,1
8220,0,2,3,4,3,2
8221,1,1,2,4,2,2
8222,0,3,2,4,2,2
8223,0,3,2,3,0,2
8224,0,1,1,0,2,1
8225,1,3,2,4,1,1
8226,0,1,2,4,3,1
8227,0,2,3,1,0,3
8228,0,2,1,3,1,1
8229,0,2,2,4,2,1
8230,1,3,2,1,0,1
8231,0,2,3,4,3,1
8232,0,1,3,4,2,3
8233,0,2,3,4,2,3
8234,0,2,3,3,0,2
8235,0,1,2,4,1,2
8236,0,3,1,3,3,1
8237,1,1,1,4,4,1
8238,1,1,2,4,2,1
8239,0,1,1,4,2,0
8240,1,2,2,2,1,0
8241,0,3,3,1,0,3
8242,0,2,1,2,1,1
8243,0,2,3,0,2,2
8244,0,1,2,3,2,1
8245,0,3,3,2,1,2
8246,0,1,2,3,3,2
8247,0,1,2,2,1,1
8248,0,2,2,4,3,2
8249,0,1,2,4,3,2
8250,0,2,2,4,3,1
8251,0,1,3,4,3,3
